TABLE,RESPONSE,GROUP,GROUP WEIGHTED %,Year
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Somewhat likely,REGION: Cape Breton,27,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not very likely,REGION: Cape Breton,22,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not at all likely,REGION: Cape Breton,15,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Don't know,REGION: Cape Breton,2,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Very likely,REGION: Rest of mainland,44,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Somewhat likely,REGION: Rest of mainland,21,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not very likely,REGION: Rest of mainland,18,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not at all likely,REGION: Rest of mainland,16,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Don't know,REGION: Rest of mainland,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Very likely,GENDER: M,38,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Somewhat likely,GENDER: M,26,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not very likely,GENDER: M,17,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not at all likely,GENDER: M,18,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Don't know,GENDER: M,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Very likely,GENDER: F,48,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Somewhat likely,GENDER: F,22,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not very likely,GENDER: F,18,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not at all likely,GENDER: F,11,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Don't know,GENDER: F,1,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Very likely,AGE: 18- 34,42,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Somewhat likely,AGE: 18- 34,28,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not very likely,AGE: 18- 34,20,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not at all likely,AGE: 18- 34,9,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Don't know,AGE: 18- 34,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Very likely,AGE: 35- 54,49,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Somewhat likely,AGE: 35- 54,23,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not very likely,AGE: 35- 54,12,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not at all likely,AGE: 35- 54,15,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Don't know,AGE: 35- 54,1,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Very likely,AGE: 55+,40,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Somewhat likely,AGE: 55+,23,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not very likely,AGE: 55+,19,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Not at all likely,AGE: 55+,17,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Atlantic Canada",Don't know,AGE: 55+,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Very likely,NOVA SCOTIA %,32,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Somewhat likely,NOVA SCOTIA %,20,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not very likely,NOVA SCOTIA %,24,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not at all likely,NOVA SCOTIA %,23,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Don't know,NOVA SCOTIA %,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Very likely,REGION: Halifax,35,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Somewhat likely,REGION: Halifax,18,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not very likely,REGION: Halifax,27,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not at all likely,REGION: Halifax,20,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Don't know,REGION: Halifax,0,2024
"Thinking about where you live in Nova Scotia, what impact does tourism have in your community?",Don't know,REGION: Halifax,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Very likely,REGION: Cape Breton,28,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Somewhat likely,REGION: Cape Breton,26,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not very likely,REGION: Cape Breton,17,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not at all likely,REGION: Cape Breton,29,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Don't know,REGION: Cape Breton,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Very likely,REGION: Rest of mainland,30,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Somewhat likely,REGION: Rest of mainland,21,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not very likely,REGION: Rest of mainland,23,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not at all likely,REGION: Rest of mainland,25,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Don't know,REGION: Rest of mainland,1,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Very likely,GENDER: M,31,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Somewhat likely,GENDER: M,20,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not very likely,GENDER: M,26,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not at all likely,GENDER: M,23,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Don't know,GENDER: M,1,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Very likely,GENDER: F,34,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Somewhat likely,GENDER: F,21,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not very likely,GENDER: F,22,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not at all likely,GENDER: F,23,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Don't know,GENDER: F,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Very likely,AGE: 18- 34,45,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Somewhat likely,AGE: 18- 34,19,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not very likely,AGE: 18- 34,22,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not at all likely,AGE: 18- 34,14,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Don't know,AGE: 18- 34,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Very likely,AGE: 35- 54,25,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Somewhat likely,AGE: 35- 54,24,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not very likely,AGE: 35- 54,25,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not at all likely,AGE: 35- 54,25,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Don't know,AGE: 35- 54,1,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Very likely,AGE: 55+,30,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Somewhat likely,AGE: 55+,18,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not very likely,AGE: 55+,25,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Not at all likely,AGE: 55+,27,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Elsewhere in Canada",Don't know,AGE: 55+,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Very likely,NOVA SCOTIA %,16,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Somewhat likely,NOVA SCOTIA %,12,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not very likely,NOVA SCOTIA %,23,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not at all likely,NOVA SCOTIA %,48,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Don't know,NOVA SCOTIA %,1,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Very likely,REGION: Halifax,22,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Somewhat likely,REGION: Halifax,14,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not very likely,REGION: Halifax,20,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not at all likely,REGION: Halifax,43,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Don't know,REGION: Halifax,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Very likely,REGION: Cape Breton,8,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Somewhat likely,REGION: Cape Breton,2,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not very likely,REGION: Cape Breton,22,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not at all likely,REGION: Cape Breton,63,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Don't know,REGION: Cape Breton,4,2024
"Thinking about where you live in Nova Scotia, what impact does tourism have in your community?",A very positive impact,REGION: Cape Breton,29,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Very likely,REGION: Rest of mainland,12,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Somewhat likely,REGION: Rest of mainland,14,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not very likely,REGION: Rest of mainland,25,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not at all likely,REGION: Rest of mainland,49,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Don't know,REGION: Rest of mainland,1,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Very likely,GENDER: M,18,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Somewhat likely,GENDER: M,12,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not very likely,GENDER: M,21,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not at all likely,GENDER: M,47,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Don't know,GENDER: M,2,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Very likely,GENDER: F,15,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Somewhat likely,GENDER: F,13,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not very likely,GENDER: F,22,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not at all likely,GENDER: F,50,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Don't know,GENDER: F,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Very likely,AGE: 18- 34,19,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Somewhat likely,AGE: 18- 34,20,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not very likely,AGE: 18- 34,20,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not at all likely,AGE: 18- 34,41,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Don't know,AGE: 18- 34,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Very likely,AGE: 35- 54,21,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Somewhat likely,AGE: 35- 54,10,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not very likely,AGE: 35- 54,26,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not at all likely,AGE: 35- 54,41,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Don't know,AGE: 35- 54,2,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Very likely,AGE: 55+,12,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Somewhat likely,AGE: 55+,10,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not very likely,AGE: 55+,22,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Not at all likely,AGE: 55+,56,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: United States",Don't know,AGE: 55+,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Very likely,NOVA SCOTIA %,15,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Somewhat likely,NOVA SCOTIA %,12,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not very likely,NOVA SCOTIA %,23,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not at all likely,NOVA SCOTIA %,50,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Don't know,NOVA SCOTIA %,1,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Very likely,REGION: Halifax,24,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Somewhat likely,REGION: Halifax,18,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not very likely,REGION: Halifax,21,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not at all likely,REGION: Halifax,36,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Don't know,REGION: Halifax,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Very likely,REGION: Cape Breton,13,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Somewhat likely,REGION: Cape Breton,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not very likely,REGION: Cape Breton,18,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not at all likely,REGION: Cape Breton,66,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Don't know,REGION: Cape Breton,2,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Very likely,REGION: Rest of mainland,5,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Somewhat likely,REGION: Rest of mainland,8,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not very likely,REGION: Rest of mainland,26,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not at all likely,REGION: Rest of mainland,61,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Don't know,REGION: Rest of mainland,1,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Very likely,GENDER: M,15,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Somewhat likely,GENDER: M,12,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not very likely,GENDER: M,24,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not at all likely,GENDER: M,48,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Don't know,GENDER: M,1,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Very likely,GENDER: F,16,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Somewhat likely,GENDER: F,11,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not very likely,GENDER: F,20,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not at all likely,GENDER: F,52,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Don't know,GENDER: F,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Very likely,AGE: 18- 34,21,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Somewhat likely,AGE: 18- 34,16,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not very likely,AGE: 18- 34,27,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not at all likely,AGE: 18- 34,36,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Don't know,AGE: 18- 34,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Very likely,AGE: 35- 54,11,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Somewhat likely,AGE: 35- 54,12,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not very likely,AGE: 35- 54,23,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not at all likely,AGE: 35- 54,52,2024
